Meta;State;Region;Road;Geo;Meters;Residue;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH3;пензенская область;пензенский;undefined;ключи,первомайская;undefined; устройство тротуар по ул. в д. алферьевский сельсовет район ;;;;;;;
PH2;пензенская область;пензенский;undefined;undefined;undefined; ремонт автомобильная дорога ул. Тихая, с. Засечное, участки №1-5, район ;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт проезжая часть дорога от ул. Лядова,40 до ул. Лядова,62;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; обустройство тротуар;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH1;undefined;undefined;undefined;становка;undefined; усветофорный объект;;;;;;;
PH1;undefined;undefined;undefined;становка;undefined; усветофорный объект;;;;;;;
PH1;undefined;undefined;undefined;становка;undefined; усветофорный объект;;;;;;;
PH1;undefined;undefined;undefined;становка;undefined; усветофорный объект;;;;;;;
PH1;undefined;undefined;undefined;становка;undefined; усветофорный объект;;;;;;;
PH1;undefined;undefined;undefined;становка;undefined; укомплекс фотовидеофиксация нарушения пдд;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт тротуар;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание и ремонт автомобильные дороги;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание и ремонт автомобильные дороги;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; обустройство тротуар;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; обустройство пешеходные переходы;;;;;;;
PH1;undefined;undefined;undefined;становка;undefined; содержание и удорожные знаки;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание автомобильная дорога и искусственные сооружения на она;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автомобильные дороги и искусственные дорожные сооружения;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH1;undefined;undefined;undefined;становка;undefined; содержание и удорожные знаки;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание автомобильная дорога и искусственные сооружения на она;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; капитальный ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание автомобильная дорога и искусственные сооружения на она;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание автомобильная дорога и искусственные сооружения на она;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание и ремонт искусственные инженерные сооружений, предназначенные для движение пешеходы;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание и ремонт автомобильные дороги;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автомобильные дороги и искусственные дорожные сооружения;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автомобильные дороги и искусственные дорожные сооружения;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт автомобильная дорога;;;;;;;
PH1;undefined;undefined;undefined;становка;undefined; усветофорный объект;;;;;;;
PH3;undefined;великолукский;undefined;новое,улица,улица,новосёлка,назарова;0+000,0+220),0+000,0+350); выполнение работы по объекту: «ремонт «А» (от км до км в д. с.п. «шелковская волость», к.(от км до км в д.сухас.п. «шелковская волость» район псковская области.;;;;;;;
PH2;undefined;undefined;undefined;улица,дворовое;46,,52; ремонт Комбрига-Васильева, ремонт проезд МКД № ул. бундзен;;;;;;;
PH1;undefined;undefined;undefined;городское;undefined; выполнение работы по ремонт асфальтобетонный покрытие автомобильные дороги местное значение на территория поселение «Невель»;;;;;;;
PH3;псковская область;порховский;undefined;дуброво,волость,улица;undefined; выполнение работы по ремонт дорога по д. дубровенская район ;;;;;;;
PH3;undefined;пушкиногорский;undefined;позолотино;9+200; выполнение работы по ремонт автодорога от а/д «поляне-острие-км до деревня торбола км (0+000-1+450) выборочно сп «велейская волость» район;;;;;;;
PH1;undefined;undefined;undefined;улица,гагарин;undefined; ремонт Зверева: от пр. ленин до пр. (ремонт тротуара);;;;;;;
PH1;undefined;undefined;undefined;Псков,пальное;undefined;" выполнение работы по ремонт улицы мунициобразование ""город ";;;;;;;
PH1;undefined;undefined;undefined;Псков,пальное;undefined;" выполнение работы по ремонт улицы мунициобразование ""город ";;;;;;;
PH2;undefined;undefined;undefined;рожки,Ромашка;40;" текущий ремонт асфальтобетонный покрытие дои площадки на территория мбдоу детский сад №1 "" по ул. Октябрьская, в ст. егорлыкская ростовская обл.";;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH2;undefined;морозовский;undefined;городское,пальная;undefined; выполнение работы по нанесение разметка (горизонтальной) внутригородские автомобильные дороги с асфальтобетонный покрытие поселение согласно реестр дороги муницисобственность недвижимый имущество (II полугодие);;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH3;ростовская область;манский,семикаракорский;undefined;поперечное,садовая,сельское;undefined; ремонт и содержание автомобильные дороги общее пользование местное значение золотаревский поселение - на восстановление профиль и ровность проезжая часть автомобильные дороги с щебёночный покрытие с добавление щебня, гравий по ул. х. Ли района, ;;;;;;;
PH3;ростовская область;цимлянский;undefined;калининское,сельское,центральная;undefined; ремонт автомобильная дорога с асфальтобетонный покрытие по ул. школьная (от ул. до ул. Речной), х. Антонов, поселение, район ;;;;;;;
PH3;undefined;цимлянский,цимлянский;undefined;новосельское;2/14,27/7); ремонт автомобильная дорога ул. Весенняя, в х. Богатырев, поселения, район (от ул. весенняя д. до ул. весенняя д. ;;;;;;;
PH3;undefined;шолоховский;undefined;дорожный,городское,переходы,дорожная;1.24.1,,1.23; выполнение работы по нанесение разметка дублирующая знак «Дети», на проезжая часть пешеходные на автомобильные дороги общее пользование местное значение поселение;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; восстановление изношенные верхние слои асфальтобетонные покрытия;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;undefined;0,15,1:1); разметка проезжая часть термопластик линия ширина м (пунктирной, шаг км;;;;;;;
PH1;undefined;undefined;undefined;кировка,дорожная;undefined; демаргоризонтальная разметка фрезерованием, м2;;;;;;;
PH4;рязанская область;сапожковский;undefined;большая,большая,советская,сапожок;7,33А,71); ремонт автомобильная дорога по ул. в р.п. (от д.№ до д.№21 и от д.№ до ж/б мост через р. Мошка) и ул. дорога (от ж/б мост через р. мошка до д.№ сл. дорога район ;;;;;;;
PH3;рязанская область;сапожковский;undefined;садовая,сапожок;undefined; ремонт автомобильная дорога по ул. в р.п. район ;;;;;;;
PH1;undefined;сараевский;undefined;undefined;undefined; ремонт автомобильная дорога с. Муравлянка, ул. Пролетарская, район рязанская области.;;;;;;;
PH1;undefined;undefined;undefined;undefined;50,9,22,18; ремонт участок автомобильная дорога по ул. годы влксм (от д. до д. и от д. до пересечение с ул. Володарского) г. касимов;;;;;;;
PH1;undefined;undefined;undefined;осковская,фабрика;undefined; ремонт участок автомобильная дорога по ул. м(от пересечение с ул. посёлок до пересечение с ул. Загородная) г. касимов;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; устройство съезды для инвалиды и другие маломобильные группы население;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; выполнение работы по ремонт дворовые территории многоквартирные домов,;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; устройство тротуары в с. М. малышёвка;;;;;;;
PH3;самарская область;Елховский;undefined;красноармейская,никитинская,елховка,покровская,советская,советская,жилое,жилое,жилое,пальное;undefined; выполнение работы по ремонт дороги общее пользование местное значение в с. по ул. почтовая (от ул. до дом №59), ул. (от церковь до дом №87), ул. (от ул. до дом №31), ул. пионерская муницирайон  ;;;;;;;
PH2;undefined;Елховский;undefined;елховка,сельское,пальное;undefined; выполнение работы по ремонт внутридомовые проезды и площадки многоквартирные жилые дома в с. по ул. Школьной, дом №2,дом №8, ул. Кооперативной, дом №24 поселение Елховка, муницирайон  самарская области.;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; текущий ремонт дороги местное значение;;;;;;;
PH3;самарская область;кинель-черкасский;undefined;черновка;undefined; ремонт тротуара, подъездная автодорога и парковка по ул. ленин в с. м.р. ;;;;;;;
PH1;undefined;горный;undefined;undefined;undefined; ремонт покрытие автомобильная дорога по ул. физкультурная п. под;;;;;;;
PH3;самарская область;кинель-черкасский;undefined;речная,улица,улица,семёновка;undefined; ремонт асфальтовое покрытие от крестьянская до зав с.район ;;;;;;;
PH3;самарская область;кинель-черкасский;undefined;Муханово;undefined; ремонт тротуар по ул. школьная в с. м.р. ;;;;;;;
PH2;undefined;undefined;undefined;советская;17,11; ремонт дорога общее пользование местное значение по ул. от д. № до д. № с. александровка;;;;;;;
PH3;самарская область;кинель-черкасский;undefined;кротовка;undefined; ремонт автомобильная дорога по ул. школьная в с. м.р. ;;;;;;;
PH2;undefined;кинель-черкасский;undefined;березняки;undefined; ремонт дорога общее пользование местное значение ул. Советская, д32-д.38, с. м.р. ;;;;;;;
PH1;undefined;undefined;undefined;широкий буерак;undefined; выполнение работы по ремонт автоподъезд к с. от дорога сызрань-саратов-волгоград;;;;;;;
PH1;undefined;undefined;undefined;городское,аткарск;undefined; ремонт тротуары на территория г. за счёт иные межбюджетные трансфертов, передаваемые бюджет поселение;;;;;;;
PH1;undefined;undefined;undefined;дорожное;undefined; обеспечение прирост протяжённость сеть автомобильные дороги общее пользование местное значение городские поселения области, соответствующие нормативный требованиям, за счёт средства областное фонда. ремонт участки автомобильные дороги на территория мо г. аткарск;;;;;;;
PH1;undefined;undefined;undefined;городское,аткарск;undefined; выполнение работы по ремонт автомобильные дороги на территория г. за счёт иные межбюджетные трансфертов, передаваемые бюджет поселение;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;октябрьская;undefined; ремонт автомобильные дороги общее пользование местное значение в г. Долинск, ул. до пересечение с ул. комсомольская;;;;;;;
PH1;undefined;вельский;undefined;undefined;undefined;" ""содержание автомобильные дороги в негородской округе""";;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт тратуар до поликлиники;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автостоянка п. заря;;;;;;;
PH2;свердловская область;undefined;undefined;undefined;2020; выполнение работы по обустройство остановочный комплекс «ДК Угольщиков» в п. буланаш артёмовский район в год;;;;;;;
PH1;undefined;undefined;undefined;дорожная;undefined; восстановление объекты улично-сеть;;;;;;;
PH1;undefined;undefined;undefined;дорожная,дорожная;undefined; нанесение разметка на улично-сеть вблизи образовательные учреждения;;;;;;;
PH1;undefined;ярский;undefined;undefined;undefined; ремонт автомобильная дорога по ул.Свободы, р.п.бело;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH3;смоленская область;вяземский;undefined;дорожное;undefined; выполнение работы по текущий ремонт полотно межпоселенческая автодорога ст. семлевое - д. ребровое район ;;;;;;;
PH2;undefined;вяземский;undefined;победа,вязьма,ленская,дорожное;undefined; ремонт асфальтобетонный покрытие полотно ул.50 годы с.брянская район смообласти.;;;;;;;
PH1;undefined;undefined;undefined;дорожная;undefined; ремонт улично-сеть г.смоленск;;;;;;;
PH1;undefined;undefined;undefined;дорожная;undefined; ремонт улично-сеть г. смоленск;;;;;;;
PH2;undefined;undefined;undefined;воровая,гагарин;9,,10,,11,,12; благоустройство (текущий ремонт) дтерритория многоквартирные дома №8, по ул. в р.п. знаменка;;;;;;;
PH1;undefined;undefined;undefined;полосы;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, в то число проходящие по улицы населённые пунктов, и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; выполнение работы по устройство тротуары вдоль автомобильная дорога по ул. Гагарина, ул. пролетарская в с. петровское;;;;;;;
PH4;тамбовская область;петровский;undefined;петровское,воровая;75; выполнение работы по ремонт дтерритория многоквартирный дома, расположенное по адресу: с. ул. Советская, д. район ;;;;;;;
PH4;тамбовская область;пичаевский;undefined;чаево,Солчино;км0+000,км1+529;" устройство тротуары вдоль автодорога ""Свиньино- по ул. энергетики - в с. пирайон ";;;;;;;
PH2;тамбовская область;пичаевский;undefined;undefined;undefined; ремонт участок автомобильная дорога питим-б.угол район ;;;;;;;
PH3;тамбовская область;тамбовский;undefined;улица,ельцы;undefined; ремонт автомобильная дорога по филимонова/клубная в с. стррайон ;;;;;;;
PH2;undefined;тамбовский;undefined;казарма,жилое,дорожная;undefined; ремонт ул. железнос прилегающая территория у многоквартирный дом №5а в д. перикс район;;;;;;;
PH2;тамбовская область;тамбовский;undefined;undefined;undefined; ремонт дороги, расположенная по адресу:  район, д. Красненькая, ул. северная;;;;;;;
PH4;тамбовская область;кирсановский;undefined;голынщина;1А,40; ремонт тротуары голынщинский с/с от ул.ключёвка дом до ул.дом район ;;;;;;;
PH2;тамбовская область;кирсановский;undefined;undefined;undefined; ремонт тротуар от ул. МСО до пос. компрессорная район ;;;;;;;
PH3;тамбовская область;кирсановский;undefined;большая;undefined; ремонт тротуар в с. уваровщина район ;;;;;;;
PH2;тамбовская область;undefined;undefined;undefined;7,8,9; ремонт дворовые территории по адресу:  р.п. Инжавино, ул. Максимова, д. ;;;;;;;
PH2;тамбовская область;undefined;undefined;undefined;6; ремонт дворовые территории по адресу:  р.п. Инжавино, ул. Максимова, д. ;;;;;;;
PH2;undefined;undefined;undefined;средняя,пальное,пальное,школьный;3,1);" устройство тротуары вдоль ограждение между муницибюджетное доучреждение центр развитие ребёнок - детский сад ""Солнышко"" и муницибюджетное общеобразовательный учреждение ""общеобразовательная школа № с углублённый изучение отдельные предметов"" (корпус ";;;;;;;
PH1;undefined;undefined;undefined;свобода,киров;undefined; устройство тротуар вдоль автомобильная дорога по ул. на участок от пересечение с ул. до пересечение с ул. пионерская (чётная сторона);;;;;;;
PH1;undefined;undefined;undefined;южная,городское,пальные,тамбов;undefined; выполнение работы для муницинужды округа-город по ремонт автомобильная дорога по ул. на участок от ул. астраханская до ул. им.ак.вавилов в город тамбов;;;;;;;
PH1;undefined;undefined;undefined;городское,пальные,тамбов;undefined; выполнение работы для муницинужды округа-город по ремонт тротуары по ул. рылеев на участок от бульвар энтузиасты до ул. Магистральной, по ул. мичуринская на участок от ул. пушкарская до ул. колхозная (нечётная сторона) и по проезд рубежный в г. тамбов;;;;;;;
PH1;undefined;undefined;undefined;городское,пальные,тамбов;undefined; выполнение работы для муницинужды округа-город по ремонт автомобильная дорога по ул. рылеев на участок от ул. магистральная до ул. чичерин в город тамбов;;;;;;;
PH2;undefined;undefined;undefined;городское,пальные,тамбов;1-я; выполнение работы для муницинужды округа-город по ремонт автомобильная дорога по ул. полковая в город тамбов;;;;;;;
PH1;undefined;undefined;undefined;городское,пальные,тамбов;undefined; выполнение работы для муницинужды округа-город по ремонт тротуары по ул. рылеев на участок от бульвар энтузиасты до ул. Магистральной, по ул. мичуринская на участок от ул. пушкарская до ул. колхозная (нечётная сторона) и по проезд рубежный в г. тамбов;;;;;;;
PH1;undefined;undefined;undefined;городское,пальные,тамбов;undefined; выполнение работы для муницинужды округа-город по ремонт автомобильная дорога по ул. студенецкая в город тамбов;;;;;;;
PH1;undefined;undefined;undefined;дорожная;undefined; выполнение работы по нанесение горизонтальная разметка термопластик и холодный пластик со световозвращающие элементы на проезжая часть автомобильная дорога по ул. астраханская в г. тамбов;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH3;омская область;верхнекетский;undefined;степановка,тайга;undefined; ремонт участки автомобильная дорога п. – п. карайон т;;;;;;;
PH2;undefined;алтайский;undefined;сельское;undefined; ремонт автомобильная дорога общее пользование местное значение кпоселение с. Курлек, ул. кольцевая;;;;;;;
PH1;undefined;undefined;undefined;undefined;118; работа по благоустройство территория и снос зелёные насаждения по адресу: г. Томск, пр.Фрунзе, ;;;;;;;
PH2;undefined;undefined;undefined;очистка;210,27; механизированная покрытия комбинированные дорожные машинами: мощность от до л.с. с увлажнение;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; работа по ремонт тротуары;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; выполнение работы по ремонт дорога п. Ломинцевский, ул. трудовая от д. №1 до д. №8 по левая сторона;;;;;;;
PH1;undefined;майский,щекинский;undefined;undefined;undefined; выполнение работы по ремонт асфальтобетонный покрытие дорога на территория мо р.п. перворайон;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; работа по ремонт автомобильные дороги;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; работа по благоустройство территории;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; работа по ремонт автомобильные дороги;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; работа по ремонт автомобильные дороги;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; работа по ремонт дорожные покрытия дворовые территории;;;;;;;
PH1;undefined;казанский;undefined;undefined;undefined; ремонт ул.л.толстой в п.новоселезневое район;;;;;;;
PH2;undefined;упоровский;undefined;переходы;undefined; переустройство пешеходные в населённые пункты район;;;;;;;
PH1;undefined;undefined;undefined;октябрь,вешкайма;undefined; ремонт асфальтобетонный покрытие тротуар по ул.труд в р.п.(вдоль стадиона), ремонт асфальтобетонный покрытие тротуар от ул.труд до ул.40 годы в р.п.вешкайма;;;;;;;
PH3;ульяновская область;инзенский;undefined;undefined;7-й; ремонт подъездная дорога в микрорайон (к магазин «Магнит») г. инза район ;;;;;;;
PH2;undefined;майнский,майнский;undefined;северная,рожки,рожки,лесная,ульяновская,ульяновская,большое;undefined; ремонт участок автомобильная дорога (5830 м2) в с. Жеребятниково, ремонт тротуар от ул. до ул. (протяженность-682 м. ширина-1 м.) в р.п. Майна, ремонт пешеходная допо ул. ленинская р.п. майн район области. правая сторона ул. Ленинская, разбивка ось трасса по ремонт пешеходная допо ул. ленинская р.п. майн район области. правая сторона ул. Ленинская.;;;;;;;
PH1;undefined;undefined;undefined;полевая,ульяновская,сенгилей;undefined; ремонт асфальтобетонный покрытие автомобильная дорога по ул. в г. области.;;;;;;;
PH3;ульяновская область;старокулаткинский;undefined;малей;undefined; ремонт щебёночный покрытие автомобильная дорога подъезд к ФАП по ул.кооперативная с.каррайон ;;;;;;;
PH3;undefined;красногорский;undefined;городское;4,202; выполнение работы по текущий содержание автомобильные дороги общее пользование местное значение на территория поселение в квартал год;;;;;;;
PH1;undefined;undefined;undefined;улица,горная;undefined; выполнение работы по ремонт автомобильная дорога по на участок ПК2 - ПК8 (от бош до СНТ «Красногорец»);;;;;;;
PH2;undefined;undefined;undefined;городское;5272.20; В соответствие с локальная смета № «выполнение работы по содержание автомобильные дороги пластовский поселение (ремонт система отвод паводковые и ливневые воды по ул.Октябрьская)»;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;бережная,камень;undefined; выполнение работы по текущий ремонт асфальтобетонный покрытие на проезжая часть автомобильная дороги, тротуар и бортовый по ул. наг. Озерска.;;;;;;;
PH1;undefined;undefined;undefined;переходы;undefined; выполнение работы по обустройство пешеходные на перекрёсток ул. строительная - ул. Кирова, г. Озерска.;;;;;;;
PH3;челябинская область;красноармейский;undefined;миасское;undefined; ремонт участок автомобильная дорога по ул. юбилейная в с. район ;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;undefined;1.; ремонт внутриквартальный проезд у дом №1 по ул. бейвелящие;;;;;;;
PH2;undefined;троицкий,троицкий,троицкий;undefined;undefined;39/1,7; выполнение работы по ремонт асфальтобетонный покрытие участок тракт (от тракт до разворотный кольцо на км по тракт г. челябинск;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; восстановление изношенные слои асфальтобетонный покрытие ул. Партизанская, с. кыр;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; содержание автомобильные дороги в пгт жирекен;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт участок автомобильная дорога по адресу: пгт. шерловая Гора, ул. горький;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;undefined;undefined;полосы,становка,дорожная;undefined; выполнение работы по устолбики сигнальные и устройство шумовые на участки улично-сеть;;;;;;;
PH2;ярославская область;ростовский;undefined;undefined;undefined; На устройство пешеходный ограждение по адресу:  район, р. п. Петровское, ул. Подгорная, ул. пролетарская;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH3;ярославская область;undefined;undefined;большое,семино,дорожное;713; ремонт полотно протяжённость м в д.рыбинское район ;;;;;;;
PH1;undefined;undefined;undefined;городское,рыбинск;undefined;" ремонт автомобильные дороги округ город ярославская области: проезд к археологический объект ""Усть - Шексна""";;;;;;;
PH3;ярославская область;большесельский;undefined;ленское;undefined; ремонт участок автодорога лыткино-угМР ;;;;;;;
PH1;undefined;undefined;undefined;полосы,дорожная;undefined; работа строительные по строительство автомагистралей, автомобильные дорог, улично-сеть и прочие автомобильные или пешеходные дорог, и взлётно-посадочные аэродромы;;;;;;;
PH1;undefined;любимский;undefined;undefined;undefined; ремонт автодорога по ул. Мирная, д. Останково, район;;;;;;;
PH1;undefined;undefined;undefined;еловое,шлыки,трубы;undefined; ремонт водопропускные на участок автодорога д. та- д. сав- д. цикаловое - д. шестихино;;;;;;;
PH2;undefined;undefined;undefined;площадь;360; ремонт участок автодорога по ул. ленин в р.п. Бурмакино, покрытие м2;;;;;;;
PH4;ярославская область;майский;undefined;павловское,пальное;0,145; ремонт участок дорога подъезд к д. первомуницирайон протяжённость км;;;;;;;
PH3;ярославская область;майский;undefined;пальное;undefined; ремонт участок дорога до д. долгоруковое первомуницирайон ;;;;;;;
PH2;undefined;undefined;undefined;новая,рожки,камень,становка,родное;800,,20-40); выполнение работы по текущий (ямочному) ремонт набивные покрытия и покрытия из плитка на внутриквартальные территории мо г. Колпино. перемощение плитные проезды и пешеходные дос устройство выравнивающие слои основания из щебень (щебень из придля строительные работы марк фракция и утротуарная плитка (плитка «Шестигранник»).;;;;;;;
PH3;undefined;ленинский;undefined;троицкое,пальное;44+800,49+745;" оказание услуги по аварийно-восстановительный работы на автомобильная дорога общее пользование местное значение ""Венцелево-Преображеновка-Ново муницирайон км км ";;;;;;;
PH2;undefined;ленинский;undefined;Калинино,пальное;undefined;" оказание услуги по аварийно-восстановительный работы на автомобильная дорога общее пользование местное значение ""Мориловец- муницирайон";;;;;;;
PH1;undefined;undefined;undefined;undefined;229,6; участок протяжённость метры и ширина метры (1374 м2);;;;;;;
PH2;undefined;undefined;undefined;пальное;2021; выполнение работы по текущий (ямочному) ремонт автомобильные дороги мунициобразование город нягань в год;;;;;;;
PH1;undefined;undefined;undefined;новое;undefined; выполнение работы по ремонт внутрипоселковые дороги с добавление материал (щебень) в пгт. куминский;;;;;;;
PH1;undefined;undefined;undefined;городское;undefined; оказание услуги по содержание автомобильные дороги поселение агириш;;;;;;;
PH1;undefined;ленинский;undefined;undefined;undefined; выполнение работы по благоустройство общественная территория «проезд с минипаркингом»;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; капитальный ремонт автомобильные дороги (устройство тротуар и стоянки в район школа искусств, стр.40, ул. Республики);;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автомобильная дорога пер. спорт;;;;;;;
PH0;undefined;undefined;undefined;undefined;undefined; ремонт автомобильные дороги общее пользование местное значение;;;;;;;
